GEOID2,GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
290019501001,2.9002E+11,2015,9501.1,"Adair County, Missouri",1333,11.52,78,9.21,716,57750,121900,29,97.07,0,0.3,0.08,0.3,0,2.25,0,1,1,1.28,1.28,0,0,0
290019501002,2.9002E+11,2015,9501.2,"Adair County, Missouri",1212,0.5,76,12.32,752,65083,170000,14.9,99.09,0,0,0.41,0,0,0.5,0,1,0,0,1.31,0,0,0
290019501003,2.9002E+11,2015,9501.3,"Adair County, Missouri",1140,13.84,72,14.5,468,42042,70700,14.3,98.25,0,0.35,0,0.26,0,1.14,0,2,2,2.78,2.78,0,0,0
290019502001,2.9002E+11,2015,9502.1,"Adair County, Missouri",844,20.75,73,14.41,517,32188,64400,29.6,97.39,0,1.07,0,1.07,0,0.47,0,1,1,1.37,1.37,0,0,0
290019502002,2.9002E+11,2015,9502.2,"Adair County, Missouri",796,8.95,45,12.06,,48542,117000,22.5,92.96,0,2.01,0,0,1.63,3.39,0,0,0,0,0,0,0,0
290019502003,2.9002E+11,2015,9502.3,"Adair County, Missouri",1220,9.35,67,19.5,759,42888,124300,45.4,95.57,0,1.48,0,0,2.95,0,0,0,0,0,0,0,0,0
290019503001,2.9002E+11,2015,9503.1,"Adair County, Missouri",743,3.72,115,30.67,488,36000,81000,21.5,98.12,0.94,0,0,0,0,0.94,0,2,1,0.87,1.75,0,0,0
290019503002,2.9002E+11,2015,9503.2,"Adair County, Missouri",480,25.85,114,41.98,680,26000,69700,50,97.5,0,0,0,2.5,0,0,0,5,3,2.64,4.39,0,0,0
290019503003,2.9002E+11,2015,9503.3,"Adair County, Missouri",967,30.32,298,77.31,521,20000,58600,33.8,92.76,4.03,1.76,0,1.45,0,0,0,7,5,1.68,2.35,0,0,0
290019503004,2.9002E+11,2015,9503.4,"Adair County, Missouri",817,0,373,93.77,603,17250,95000,50,76.74,6.98,7.59,0,2.33,0,5.14,1.22,2,1,0.27,0.54,0,0,0
290019504001,2.9002E+11,2015,9504.1,"Adair County, Missouri",1599,12.06,238,33.02,544,43644,116800,25.6,86.43,5.75,1.69,0,2.5,1.44,2.19,0,2,2,0.84,0.84,0,0,0
290019504002,2.9002E+11,2015,9504.2,"Adair County, Missouri",1377,7,211,27.92,587,53533,122700,20.9,90.12,0,0,0,9.88,0,0,0,5,5,2.37,2.37,0,0,0
290019504003,2.9002E+11,2015,9504.3,"Adair County, Missouri",896,5.74,147,41.15,409,30000,94200,30.9,99.11,0.45,0,0,0,0,0.45,0,1,1,0.68,0.68,0,0,0
290019505001,2.9002E+11,2015,9505.1,"Adair County, Missouri",2283,3.14,433,41.34,631,38841,166300,34.2,90.85,3.55,4.34,1.27,0,0,0,0,4,1,0.23,0.92,0,0,0
290019505002,2.9002E+11,2015,9505.2,"Adair County, Missouri",861,0,78,29.63,948,45385,65000,,95.47,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0
290019505003,2.9002E+11,2015,9505.3,"Adair County, Missouri",685,0,181,52.87,729,45663,125000,30,90.36,8.61,0,0,1.02,0,0,0,3,0,0,1.66,0,0,0
290019505004,2.9002E+11,2015,9505.4,"Adair County, Missouri",852,23.02,253,70.91,596,17760,74600,50,82.75,0,13.85,0,3.4,0,0,0,4,2,0.79,1.58,0,0,0
290019505005,2.9002E+11,2015,9505.5,"Adair County, Missouri",2026,11.94,241,25.11,485,53464,159900,39.1,96.94,1.38,0,0,1.43,0,0.25,0,3,1,0.42,1.25,0,0,0
290019505006,2.9002E+11,2015,9505.6,"Adair County, Missouri",709,100,361,100,595,7727,,50,60.93,0,11.28,4.23,23.55,0,0,0,4,3,0.83,1.11,0,0,0
290019509001,2.9002E+11,2015,9509.1,"Adair County, Missouri",809,17.65,251,67.33,526,18393,94400,33.8,88.63,0.62,9.02,0,0,0,1.73,0,1,0,0,0.4,0,0,0
290019509002,2.9002E+11,2015,9509.2,"Adair County, Missouri",663,18.75,178,48.16,610,32750,90700,50,94.12,3.77,0,0,0,0,2.11,0,4,4,2.25,2.25,0,0,0
290019509003,2.9002E+11,2015,9509.3,"Adair County, Missouri",857,75.76,270,90,735,10357,,50,86.81,0,5.72,1.17,0.93,0,4.55,0.82,2,2,0.74,0.74,0,0,0
290019510001,2.9002E+11,2015,9510.1,"Adair County, Missouri",638,0,1,0,,,,,83.39,7.84,2.19,0,2.98,0,2.82,0.78,0,0,0,0,0,0,0
290019510002,2.9002E+11,2015,9510.2,"Adair County, Missouri",717,23.08,56,100,495,,,38.8,86.33,8.51,1.39,1.26,2.51,0,0,0,0,0,0,0,0,0,0
290019510003,2.9002E+11,2015,9510.3,"Adair County, Missouri",1036,0,9,100,,,,,91.99,1.93,1.25,0,1.74,0,3.09,0,0,0,0,0,0,0,0
290030101001,2.9003E+11,2015,101.1,"Andrew County, Missouri",1150,3.53,72,22.07,709,61903,176000,15.9,96.96,0,3.04,0,0,0,0,0,3,2,2.77,4.16,0,0,0
290030101002,2.9003E+11,2015,101.2,"Andrew County, Missouri",2293,6.27,237,33.95,931,63426,147100,28.5,90.01,2.44,5.71,0,0.44,0,0.96,0.44,7,6,2.53,2.95,0,0,0
290030101003,2.9003E+11,2015,101.3,"Andrew County, Missouri",1512,1.19,65,5.62,821,93229,205900,16.5,92.86,1.06,2.58,0.53,0,0,2.98,0,1,1,1.54,1.54,0,0,0
290030101004,2.9003E+11,2015,101.4,"Andrew County, Missouri",720,2.84,36,8.73,1278,91500,157100,34,95.97,0,1.81,0,0.28,0,1.94,0,0,0,0,0,0,0,0
290030102001,2.9003E+11,2015,102.1,"Andrew County, Missouri",1396,5.36,149,12.36,629,46842,96200,17.1,93.98,0,4.73,0,1.29,0,0,0,1,0,0,0.67,0,0,0
290030102002,2.9003E+11,2015,102.2,"Andrew County, Missouri",1494,3.86,245,36.71,543,38459,101300,29.3,93.57,1.47,1.74,0,0,0,3.21,0,4,3,1.23,1.64,0,0,0
290030102003,2.9003E+11,2015,102.3,"Andrew County, Missouri",1254,18.15,62,28.31,740,41111,116100,31.6,97.77,0,2.23,0,0,0,0,0,2,1,1.61,3.23,0,0,0
290030102004,2.9003E+11,2015,102.4,"Andrew County, Missouri",943,6.87,140,22.28,334,56750,119200,26.6,100,0,0,0,0,0,0,0,1,1,0.71,0.71,0,0,0
290030102005,2.9003E+11,2015,102.5,"Andrew County, Missouri",1671,7.42,212,40.1,621,43950,98500,21.7,98.2,1.5,0.3,0,0,0,0,0,5,4,1.89,2.36,0,0,0
290030103001,2.9003E+11,2015,103.1,"Andrew County, Missouri",897,2.86,53,8.58,755,55962,84900,34.5,96.32,2.79,0,0,0.89,0,0,0,0,0,0,0,0,0,0
290030103002,2.9003E+11,2015,103.2,"Andrew County, Missouri",1031,11.24,88,12.12,600,46319,104900,27.5,94.47,0,0.97,3.69,0,0,0.87,0,3,1,1.14,3.43,0,0,0
290030104001,2.9003E+11,2015,104.1,"Andrew County, Missouri",1122,8.88,54,23.46,666,53050,88600,20,96.35,0,0.71,0,0,0,2.94,0,1,1,1.86,1.86,0,0,0
290030104002,2.9003E+11,2015,104.2,"Andrew County, Missouri",845,1.16,53,13.7,725,64271,127500,14.8,98.34,0,0.47,0,0,0,1.18,0,1,1,1.89,1.89,0,0,0
290030104003,2.9003E+11,2015,104.3,"Andrew County, Missouri",1000,12.92,56,3.34,,48542,159100,,95.4,0,0.6,4,0,0,0,0,1,1,1.78,1.78,0,0,0
290059501001,2.9006E+11,2015,9501.1,"Atchison County, Missouri",765,7.56,98,34.44,608,52216,96300,17.2,98.43,0.13,1.18,0.13,0.13,0,0,0,0,0,0,0,0,0,0
290059501002,2.9006E+11,2015,9501.2,"Atchison County, Missouri",766,12.32,81,30.55,477,40707,56900,22,97.65,0.26,0.78,0,0.39,0,0.91,0,0,0,0,0,0,0,0
290059501003,2.9006E+11,2015,9501.3,"Atchison County, Missouri",638,11.73,118,33.93,515,25500,51800,26.6,98.28,0,0.94,0,0.78,0,0,0,1,1,0.85,0.85,0,0,0
290059501004,2.9006E+11,2015,9501.4,"Atchison County, Missouri",858,13.43,127,29.2,596,53606,77500,22.5,94.41,1.28,0.7,1.17,2.21,0,0.23,0,1,0,0,0.79,0,0,0
290059502001,2.9006E+11,2015,9502.1,"Atchison County, Missouri",957,6.53,97,31.35,659,43958,89000,19.6,94.78,0.21,4.08,0,0,0,0.94,0,0,0,0,0,0,0,0
290059502002,2.9006E+11,2015,9502.2,"Atchison County, Missouri",426,5.56,66,21.69,475,48750,87900,10,98.36,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0
290059502003,2.9006E+11,2015,9502.3,"Atchison County, Missouri",1030,5.48,149,35.11,451,45795,132800,24.6,97.28,0,0.29,0,1.17,0,1.26,0,0,0,0,0,0,0,0
290079501001,2.9008E+11,2015,9501.1,"Audrain County, Missouri",566,15.25,71,16.2,579,31500,49700,26.8,92.93,0,5.12,0,0,0,1.94,0,1,0,0,1.41,0,0,0
290079501002,2.9008E+11,2015,9501.2,"Audrain County, Missouri",2241,12.26,75,23.8,415,34712,74500,31.9,77.64,13.34,1.83,0.31,0.58,0,5.76,0.54,1,0,0,1.34,0,0,0
290079501003,2.9008E+11,2015,9501.3,"Audrain County, Missouri",1622,17.24,215,42.01,499,38156,57600,22.8,79.59,17.57,0.37,0,0.37,0,2.1,0,9,5,2.33,4.19,0,0,0
290079502001,2.9008E+11,2015,9502.1,"Audrain County, Missouri",850,2.56,39,10.26,,42000,,,88.35,0,11.65,0,0,0,0,0,0,0,0,0,0,0,0
290079502002,2.9008E+11,2015,9502.2,"Audrain County, Missouri",568,16.42,59,29.63,500,26625,59300,22.8,97.01,1.41,0,0,0,0,1.58,0,0,0,0,0,0,0,0
290079502003,2.9008E+11,2015,9502.3,"Audrain County, Missouri",1086,4.17,108,29.69,604,48000,88800,15.7,96.78,1.29,0.92,0,0,0,1.01,0,1,0,0,0.93,0,0,0
290079502004,2.9008E+11,2015,9502.4,"Audrain County, Missouri",554,6.82,42,21.36,608,43553,65000,16.6,98.38,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0
290079502005,2.9008E+11,2015,9502.5,"Audrain County, Missouri",1311,14.58,123,11.38,489,59007,125700,27.5,89.7,0.76,0,0,0,0,9.53,0,1,1,0.81,0.81,0,0,0
290079503001,2.9008E+11,2015,9503.1,"Audrain County, Missouri",1575,24,49,3.74,,66806,156500,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290079503002,2.9008E+11,2015,9503.2,"Audrain County, Missouri",735,8.88,62,8.47,616,50781,114400,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290079503003,2.9008E+11,2015,9503.3,"Audrain County, Missouri",1461,6.12,62,12.55,956,61429,152100,23.3,91.79,5.75,0,0,0,0,1.92,0.55,1,1,1.62,1.62,0,0,0
290079504001,2.9008E+11,2015,9504.1,"Audrain County, Missouri",1036,0,126,32.9,548,41192,74200,23.5,98.94,1.06,0,0,0,0,0,0,4,3,2.37,3.17,0,0,0
290079504002,2.9008E+11,2015,9504.2,"Audrain County, Missouri",1085,52.05,132,31.25,417,23771,71600,44.1,75.3,6.82,2.95,0,0,0,14.93,0,0,0,0,0,0,0,0
290079504003,2.9008E+11,2015,9504.3,"Audrain County, Missouri",775,15.82,135,41.87,511,34353,90000,21.4,84.26,5.68,9.29,0.77,0,0,0,0,3,2,1.49,2.23,0,0,0
290079505001,2.9008E+11,2015,9505.1,"Audrain County, Missouri",1551,3.09,56,17.91,644,59306,105100,15.1,100,0,0,0,0,0,0,0,1,0,0,1.8,0,0,0
290079505002,2.9008E+11,2015,9505.2,"Audrain County, Missouri",415,19.35,157,61.61,530,33967,92900,28.4,88.67,11.33,0,0,0,0,0,0,4,3,1.91,2.55,0,0,0
290079505003,2.9008E+11,2015,9505.3,"Audrain County, Missouri",666,12.36,159,66.55,632,27941,62100,27,68.17,17.42,0,0,1.2,0,13.21,0,5,3,1.89,3.15,0,0,0
290079505004,2.9008E+11,2015,9505.4,"Audrain County, Missouri",805,0,120,48.31,730,32274,75800,27.3,60.5,12.8,26.71,0,0,0,0,0,2,0,0,1.67,0,0,0
290079506001,2.9008E+11,2015,9506.1,"Audrain County, Missouri",1297,10.57,218,34.44,475,40171,124100,19.8,85.81,14.19,0,0,0,0,0,0,3,1,0.46,1.38,0,0,0
290079506002,2.9008E+11,2015,9506.2,"Audrain County, Missouri",1693,1.71,209,30.17,647,48438,129400,36.6,83.7,11.99,0.77,0,0,0,3.54,0,4,1,0.48,1.91,0,0,0
290079507001,2.9008E+11,2015,9507.1,"Audrain County, Missouri",1047,23.21,136,31.95,693,40795,64000,33.3,89.68,6.4,2.87,0,0.86,0,0.19,0,4,3,2.2,2.93,0,0,0
290079507002,2.9008E+11,2015,9507.2,"Audrain County, Missouri",603,3.68,90,36.89,823,55880,63300,17,96.52,0,2.49,0,0,0,1,0,1,1,1.12,1.12,0,0,0
290079507003,2.9008E+11,2015,9507.3,"Audrain County, Missouri",1068,8.19,170,46.32,660,31402,69600,32.6,85.3,0,13.76,0,0,0,0.94,0,0,0,0,0,0,0,0
290079507004,2.9008E+11,2015,9507.4,"Audrain County, Missouri",1173,19.73,253,49.23,624,38058,86000,40,80.65,12.19,0,0,0,0,7.16,0,2,2,0.79,0.79,0,0,0
290119601001,2.9012E+11,2015,9601.1,"Barton County, Missouri",1422,17.86,100,20.11,525,38750,145100,28.4,91.91,0,7.95,0.14,0,0,0,0,3,1,1,3,0,0,0
290119601002,2.9012E+11,2015,9601.2,"Barton County, Missouri",690,3.67,73,9.42,638,44554,113100,10,86.09,0,6.23,2.75,0,0.43,4.49,0,0,0,0,0,0,0,0
290119601003,2.9012E+11,2015,9601.3,"Barton County, Missouri",627,29.1,96,32.73,474,25104,52200,40,88.68,2.39,4.94,1.59,0,0,2.39,0,0,0,0,0,0,0,0
290119602001,2.9012E+11,2015,9602.1,"Barton County, Missouri",632,18.35,57,18.82,688,45368,98500,14.2,98.26,0,0,1.74,0,0,0,0,1,1,1.75,1.75,0,0,0
290119602002,2.9012E+11,2015,9602.2,"Barton County, Missouri",1018,24.35,69,18.35,559,23811,103000,31.6,97.05,0,0,1.57,0,0,1.38,0,0,0,0,0,0,0,0
290119602003,2.9012E+11,2015,9602.3,"Barton County, Missouri",788,7.46,121,38.74,496,33654,47000,22.5,94.42,0,0.51,1.14,0,0,3.93,0,0,0,0,0,0,0,0
290119602004,2.9012E+11,2015,9602.4,"Barton County, Missouri",1316,13.91,107,20.87,472,45703,83800,26.3,90.73,0,0.76,5.17,0,0,3.34,0,0,0,0,0,0,0,0
290119603001,2.9012E+11,2015,9603.1,"Barton County, Missouri",1209,31.43,157,29.77,585,32593,63900,33.6,99.34,0.08,0,0,0,0,0.58,0,4,2,1.27,2.55,0,0,0
290119603002,2.9012E+11,2015,9603.2,"Barton County, Missouri",1142,11.14,76,9.55,574,51042,105700,34.4,92.47,0.79,0,1.14,5.6,0,0,0,0,0,0,0,0,0,0
290119603003,2.9012E+11,2015,9603.3,"Barton County, Missouri",1923,19.23,243,23.84,457,41923,109300,34.5,90.33,0.42,3.38,0,3.95,0,1.92,0,5,2,0.82,2.06,0,0,0
290119603004,2.9012E+11,2015,9603.4,"Barton County, Missouri",731,20.66,186,56.91,482,27250,94300,28,99.45,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0
290119603005,2.9012E+11,2015,9603.5,"Barton County, Missouri",668,34.69,120,62.88,603,42607,62300,18.1,92.81,0,3.44,0,0,0,3.74,0,2,1,0.84,1.67,0,0,0
290130701001,2.90131E+11,2015,701.1,"Bates County, Missouri",1862,7.39,94,17.05,624,64102,162600,14.6,91.94,0,2.95,0.32,0.11,0,4.67,0,1,0,0,1.06,0,0,0
290130701002,2.90131E+11,2015,701.2,"Bates County, Missouri",1319,8.49,113,15.19,539,54453,153200,13.8,98.64,0,0.45,0.3,0.3,0,0.3,0,2,1,0.88,1.76,0,0,0
290130701003,2.90131E+11,2015,701.3,"Bates County, Missouri",2031,7.92,213,36.61,674,38508,86300,28.9,95.72,0.64,1.87,0,0,0,1.77,0,4,3,1.41,1.88,0,0,0
290130702001,2.90131E+11,2015,702.1,"Bates County, Missouri",745,10.05,89,24.86,548,41103,149000,50,96.11,0,1.34,0.54,0,0,2.01,0,2,2,2.26,2.26,0,0,0
290130702002,2.90131E+11,2015,702.2,"Bates County, Missouri",1430,6.71,87,19.75,660,51000,108300,22,93.22,0,4.06,1.61,0.14,0,0.98,0,0,0,0,0,0,0,0
290130702003,2.90131E+11,2015,702.3,"Bates County, Missouri",808,10.39,68,7.4,425,43750,86500,17.8,95.67,0,0.99,0.74,0,0,2.6,0,3,1,1.48,4.44,0,0,0
290130702004,2.90131E+11,2015,702.4,"Bates County, Missouri",1063,10.49,93,21.9,744,48542,131300,38.5,90.4,0,7.43,1.32,0,0,0.85,0,0,0,0,0,0,0,0
290130703001,2.90131E+11,2015,703.1,"Bates County, Missouri",1092,27.64,127,28.87,600,32188,59400,33.6,92.58,2.75,3.94,0.73,0,0,0,0,5,2,1.57,3.93,0,0,0
290130703002,2.90131E+11,2015,703.2,"Bates County, Missouri",1734,23.1,183,33.8,639,29838,76000,28,97.23,0.23,2.54,0,0,0,0,0,2,2,1.09,1.09,0,0,0
290130703003,2.90131E+11,2015,703.3,"Bates County, Missouri",900,18.78,170,31.58,577,45625,135700,30.6,98.89,1.11,0,0,0,0,0,0,9,3,1.76,5.29,0,0,0
290130703004,2.90131E+11,2015,703.4,"Bates County, Missouri",835,20.09,278,81.77,438,21003,90500,32.5,87.31,3.35,0.72,2.87,0,0,5.75,0,8,8,2.88,2.88,0,0,0
290130704001,2.90131E+11,2015,704.1,"Bates County, Missouri",670,2.16,43,5.71,430,65000,142900,14,100,0,0,0,0,0,0,0,1,0,0,2.34,0,0,0
290130704002,2.90131E+11,2015,704.2,"Bates County, Missouri",1585,20.49,160,27.39,445,31348,48500,26.7,94.32,0,0,0.95,0,1.2,3.53,0,4,0,0,2.5,0,0,0
290130704003,2.90131E+11,2015,704.3,"Bates County, Missouri",569,14.2,73,20.51,500,37917,114500,35,99.65,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0
290154601001,2.90155E+11,2015,4601.1,"Benton County, Missouri",1226,15.73,100,2.03,,31491,131300,,96.57,0,2.04,0,1.22,0,0.16,0,1,1,1.01,1.01,0,0,0
290154601002,2.90155E+11,2015,4601.2,"Benton County, Missouri",833,31.22,49,5.15,,42000,115700,,90.28,0,9.72,0,0,0,0,0,0,0,0,0,0,0,0
290154601003,2.90155E+11,2015,4601.3,"Benton County, Missouri",1568,5.41,138,30.35,591,39271,88000,34.4,97.51,0,2.49,0,0,0,0,0,1,1,0.73,0.73,0,0,0
290154602001,2.90155E+11,2015,4602.1,"Benton County, Missouri",1202,18.24,106,23.94,492,34667,120800,34.3,97.92,0.67,1.41,0,0,0,0,0,4,3,2.84,3.79,0,0,0
290154602002,2.90155E+11,2015,4602.2,"Benton County, Missouri",1284,26.94,155,36.19,596,29167,87100,28.6,96.34,0,2.02,0,0,0.39,1.25,0,4,2,1.29,2.58,0,0,0
290154603001,2.90155E+11,2015,4603.1,"Benton County, Missouri",1849,7.43,93,6.29,718,44004,157200,50,95.78,0,2.87,0.76,0,0,0.59,0,2,1,1.07,2.14,0,0,0
290154603002,2.90155E+11,2015,4603.2,"Benton County, Missouri",1470,14.71,212,57.05,635,26758,93700,39.7,93.2,1.56,4.01,0,0,0,1.22,0,4,3,1.42,1.89,0,0,0
290154603003,2.90155E+11,2015,4603.3,"Benton County, Missouri",1195,26.6,218,50.08,495,20250,79200,29.8,96.23,1.84,0.5,1.42,0,0,0,0,2,2,0.92,0.92,0,0,0
290154604001,2.90155E+11,2015,4604.1,"Benton County, Missouri",1090,1.35,79,0,,42865,92100,,95.23,0,0,2.57,0,0,0,2.2,2,1,1.27,2.54,0,0,0
290154604002,2.90155E+11,2015,4604.2,"Benton County, Missouri",701,10.19,41,10.9,,29044,100300,,98.72,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0
290154607001,2.90155E+11,2015,4607.1,"Benton County, Missouri",1321,8.84,86,14.52,,40240,119800,,97.58,0,0,0,0,0,2.42,0,1,1,1.16,1.16,0,0,0
290154607002,2.90155E+11,2015,4607.2,"Benton County, Missouri",1302,16.5,65,1.41,,30300,122300,,93.09,0,0,2,0,0,4.92,0,0,0,0,0,0,0,0
290154608001,2.90155E+11,2015,4608.1,"Benton County, Missouri",877,5.71,83,15.25,727,26914,77600,41.9,97.38,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0
290154608002,2.90155E+11,2015,4608.2,"Benton County, Missouri",1283,8.88,133,7.22,536,39167,113400,27.1,100,0,0,0,0,0,0,0,3,3,2.25,2.25,0,0,0
290154608003,2.90155E+11,2015,4608.3,"Benton County, Missouri",816,11.07,71,4.91,,43051,119300,,83.09,0,1.23,0,0.86,0,14.83,0,2,0,0,2.82,0,0,0
290154608004,2.90155E+11,2015,4608.4,"Benton County, Missouri",837,33.87,55,9.46,,35000,105700,,93.55,3.46,2.03,0,0,0,0.96,0,1,0,0,1.81,0,0,0
290179501001,2.9018E+11,2015,9501.1,"Bollinger County, Missouri",1307,5.39,94,7.29,604,47625,124500,21.4,100,0,0,0,0,0,0,0,2,2,2.14,2.14,0,0,0
290179501002,2.9018E+11,2015,9501.2,"Bollinger County, Missouri",934,5.44,56,7.1,,52125,153000,,96.36,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0
290179501003,2.9018E+11,2015,9501.3,"Bollinger County, Missouri",979,24.41,102,7.97,,37969,97300,,98.06,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0
290179501004,2.9018E+11,2015,9501.4,"Bollinger County, Missouri",1478,32.76,56,17.5,672,34375,104500,41.6,96.14,0.74,2.03,0.81,0,0,0.27,0,1,1,1.79,1.79,0,0,0
290179502001,2.9018E+11,2015,9502.1,"Bollinger County, Missouri",1516,20.35,111,15.84,529,30714,88300,18.8,95.65,0,0.92,0,0,0,3.43,0,0,0,0,0,0,0,0
290179502002,2.9018E+11,2015,9502.2,"Bollinger County, Missouri",1202,17.52,165,34.62,436,45481,95900,23.7,94.34,1.08,0,0,2.66,0,1.91,0,1,1,0.61,0.61,0,0,0
290179502003,2.9018E+11,2015,9502.3,"Bollinger County, Missouri",890,14.88,188,52.23,622,26761,69000,29.6,86.85,0.67,5.84,0,5.84,0,0.79,0,3,3,1.6,1.6,0,0,0
290179502004,2.9018E+11,2015,9502.4,"Bollinger County, Missouri",946,7.78,62,2.44,608,41458,101300,15.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290179503001,2.9018E+11,2015,9503.1,"Bollinger County, Missouri",1559,15.19,82,14.48,596,50393,113200,50,99.36,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0
290179503002,2.9018E+11,2015,9503.2,"Bollinger County, Missouri",861,14.8,71,28.75,608,33000,90000,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290179503003,2.9018E+11,2015,9503.3,"Bollinger County, Missouri",684,22.1,41,30.45,523,26719,55500,46.9,98.25,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0
290190002001,2.9019E+11,2015,2.1,"Boone County, Missouri",648,20.9,281,83.39,719,28281,81400,30.3,69.91,4.78,12.35,0,9.1,0.77,2.31,0.77,14,5,1.78,4.98,1,0,0
290190002002,2.9019E+11,2015,2.2,"Boone County, Missouri",1140,28.21,406,87.53,649,30202,95000,30.8,85.61,6.58,3.42,0.18,1.14,0,3.07,0,10,7,1.72,2.46,1,0,0
290190003001,2.9019E+11,2015,3.1,"Boone County, Missouri",786,0,230,96.47,926,11324,,50,91.86,2.29,2.04,0.25,0.76,0,2.8,0,7,2,0.87,3.05,1,0,0
290190003002,2.9019E+11,2015,3.2,"Boone County, Missouri",973,100,246,95.59,911,9401,,50,83.04,0.51,4.83,0.31,5.55,0,5.76,0,0,0,0,0,1,0,0
290190003003,2.9019E+11,2015,3.3,"Boone County, Missouri",1320,24.18,446,75.04,852,22218,185100,50,84.92,3.33,2.27,0,6.97,0,2.5,0,9,4,0.9,2.02,1,0,0
290190005001,2.9019E+11,2015,5.1,"Boone County, Missouri",1430,0,959,100,504,11685,,34.3,73.5,1.4,2.17,0,19.79,0,3.15,0,6,2,0.21,0.63,1,0,0
290190005002,2.9019E+11,2015,5.2,"Boone County, Missouri",1112,0,274,100,572,,,50,67.27,8,4.59,0,8.18,0,11.96,0,1,1,0.36,0.36,1,0,0
290190006001,2.9019E+11,2015,6.1,"Boone County, Missouri",1495,0,130,45.84,,54946,290100,50,88.43,0,1.2,1.34,9.03,0,0,0,0,0,0,0,1,0,0
290190006002,2.9019E+11,2015,6.2,"Boone County, Missouri",1133,0,51,5.94,,99392,252500,,92.5,0,0,0,4.85,0,2.65,0,2,1,1.95,3.9,1,0,0
290190006003,2.9019E+11,2015,6.3,"Boone County, Missouri",1176,0,73,9.15,921,70391,160500,28.2,77.81,0,20.58,0,0,0,1.62,0,0,0,0,0,1,0,0
290190006004,2.9019E+11,2015,6.4,"Boone County, Missouri",1228,10.73,149,22.94,820,56800,209200,24.4,72.07,0,8.14,0.73,5.13,0,13.93,0,9,3,2.02,6.05,1,0,0
290190007001,2.9019E+11,2015,7.1,"Boone County, Missouri",778,37.85,135,39.13,743,26136,93800,50,48.71,22.37,26.61,0,1.03,0,1.29,0,8,4,2.96,5.93,1,0,0
290190007002,2.9019E+11,2015,7.2,"Boone County, Missouri",1758,6.1,467,64.66,854,31678,113800,37.9,70.93,14.16,4.72,0,3.47,0,5.18,1.54,17,13,2.79,3.64,1,0,0
290190007003,2.9019E+11,2015,7.3,"Boone County, Missouri",1277,10.14,296,51.83,777,48523,111600,29,85.28,9.95,0.47,0,2.74,0,1.57,0,10,7,2.37,3.38,1,0,0
290190009001,2.9019E+11,2015,9.1,"Boone County, Missouri",970,29.45,274,79.17,644,21818,78100,36.6,59.38,23.81,8.25,0,0.52,0,8.04,0,9,5,1.83,3.29,1,0,0
290190009002,2.9019E+11,2015,9.2,"Boone County, Missouri",588,17.98,230,54.96,742,27308,69500,43.5,56.63,25.34,7.31,1.7,0,0,9.01,0,22,15,6.53,9.57,1,0,0
290190010011,2.9019E+11,2015,10.01.1,"Boone County, Missouri",1226,12.25,659,80.14,754,33500,231400,28.2,74.31,5.87,0,0,10.2,0.9,8.73,0,14,6,0.91,2.12,1,0,0
290190010012,2.9019E+11,2015,10.01.2,"Boone County, Missouri",881,18.91,318,65.53,595,44318,115400,25.5,78.77,7.49,0,0,5.45,0,8.29,0,5,3,0.94,1.57,1,0,0
290190010013,2.9019E+11,2015,10.01.3,"Boone County, Missouri",3085,9.86,742,68.84,1432,16923,278700,50,86.84,4.38,3.21,0,2.4,0,3.18,0,7,2,0.27,0.94,1,0,0
290190010021,2.9019E+11,2015,10.02.1,"Boone County, Missouri",3159,12.62,710,49.47,943,51875,188300,34.8,84.87,3.64,1.04,0,4.31,0,6.14,0,25,10,1.41,3.52,1,0,0
290190010022,2.9019E+11,2015,10.02.2,"Boone County, Missouri",2147,11.11,232,27.42,838,68765,138900,28.3,63.95,11.18,6.57,0,4.89,0,12.86,0.56,35,18,7.75,15.06,1,0,0
290190010023,2.9019E+11,2015,10.02.3,"Boone County, Missouri",488,13.41,208,75.38,,38618,,29.4,97.13,0,0,0,0,0,2.87,0,3,2,0.96,1.44,1,0,0
