GEOID2,GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
291833110041,2.91833E+11,2015,3110.04.1,"St. Charles County, Missouri",517,0,124,26.15,1340,,143900,50,80.66,10.25,9.09,0,0,0,0,0,5,3,2.42,4.04,0,0,0
291833110042,2.91833E+11,2015,3110.04.2,"St. Charles County, Missouri",2612,5.29,255,6.25,933,57222,157500,34.2,80.86,2.91,0,0,15.66,0,0,0.57,14,7,2.74,5.49,0,0,0
291833110043,2.91833E+11,2015,3110.04.3,"St. Charles County, Missouri",2018,0,833,97.41,942,52022,,22.1,92.47,1.88,0,0,0,0,5.65,0,31,18,2.16,3.72,0,0,0
291833111031,2.91833E+11,2015,3111.03.1,"St. Charles County, Missouri",3259,1.32,22,1.22,,144732,449600,,95.86,0.92,1.9,0,0.09,0,1.23,0,1,1,4.65,4.65,0,0,0
291833111032,2.91833E+11,2015,3111.03.2,"St. Charles County, Missouri",3566,0,297,24.5,1736,90231,265200,50,94.84,2.33,0,0,2.64,0,0.2,0,0,0,0,0,0,0,0
291833111141,2.91833E+11,2015,3111.14.1,"St. Charles County, Missouri",2709,0,21,0.47,,102917,219200,,89,2.84,1.7,0,3.4,1.66,1.4,0,2,2,9.52,9.52,0,0,0
291833111142,2.91833E+11,2015,3111.14.2,"St. Charles County, Missouri",2278,2.39,39,4.73,832,106853,244300,36.5,98.38,0,0.35,0,0.66,0,0.61,0,2,2,5.11,5.11,0,0,0
291833111221,2.91833E+11,2015,3111.22.1,"St. Charles County, Missouri",2306,9.28,82,15.39,1248,67963,173700,44.8,83.3,11.1,2.91,0,0.74,0,1.95,0,4,3,3.66,4.88,0,0,0
291833111222,2.91833E+11,2015,3111.22.2,"St. Charles County, Missouri",2663,9.58,539,34.47,997,64688,159100,27.9,77.24,16.15,2.07,0,2.93,0,1.61,0,84,37,6.87,15.59,0,0,0
291833111223,2.91833E+11,2015,3111.22.3,"St. Charles County, Missouri",1673,0,17,7.3,,100948,237300,,84.52,0,3.89,2.63,8.97,0,0,0,0,0,0,0,0,0,0
291833111241,2.91833E+11,2015,3111.24.1,"St. Charles County, Missouri",2775,0,35,6.83,1333,90986,193400,17.3,86.7,2.31,2.67,0,4.61,0,3.71,0,3,1,2.84,8.53,0,0,0
291833111242,2.91833E+11,2015,3111.24.2,"St. Charles County, Missouri",3541,6.2,450,27.05,1084,86810,189400,22.5,87.21,1.16,3.5,0,6.1,0,1.33,0.71,10,8,1.78,2.22,0,0,0
291833111321,2.91833E+11,2015,3111.32.1,"St. Charles County, Missouri",3340,0.99,31,2.43,,117125,257400,28.8,92.63,5.48,0.33,0,1.11,0,0.45,0,1,1,3.21,3.21,0,0,0
291833111451,2.91833E+11,2015,3111.45.1,"St. Charles County, Missouri",2339,2.87,173,19.45,711,90123,203700,34,87.52,3.51,1.2,0,7.52,0,0.26,0,2,0,0,1.16,0,0,0
291833111452,2.91833E+11,2015,3111.45.2,"St. Charles County, Missouri",581,0,5,10.33,,69417,247300,,93.12,4.99,0,0,0,0,1.89,0,0,0,0,0,0,0,0
291833111453,2.91833E+11,2015,3111.45.3,"St. Charles County, Missouri",1921,0,30,19.05,1595,96915,235000,18.2,95.21,3.7,0.31,0,0,0,0.78,0,0,0,0,0,0,0,0
291833111461,2.91833E+11,2015,3111.46.1,"St. Charles County, Missouri",1231,0,6,0,,107115,282800,,84.48,3.66,1.38,0,3.49,0,6.99,0,0,0,0,0,0,0,0
291833111462,2.91833E+11,2015,3111.46.2,"St. Charles County, Missouri",3356,1.41,387,23.68,897,76611,222200,22.4,82.12,6.79,1.7,0,8.08,0,1.31,0,12,8,2.07,3.1,0,0,0
291833111471,2.91833E+11,2015,3111.47.1,"St. Charles County, Missouri",2811,0,137,12.89,1313,74138,169700,22.6,92,5.44,0.89,0.25,0.64,0,0.78,0,4,3,2.18,2.91,0,0,0
291833111472,2.91833E+11,2015,3111.47.2,"St. Charles County, Missouri",1463,6.87,10,8.84,,83438,191800,,82.84,0,13.33,0,3.83,0,0,0,1,1,10.34,10.34,0,0,0
291833111481,2.91833E+11,2015,3111.48.1,"St. Charles County, Missouri",2801,1.27,53,0.94,,87083,226500,,94.25,1.04,2.07,0,1.61,0,0.71,0.32,3,1,1.89,5.68,0,0,0
291833111482,2.91833E+11,2015,3111.48.2,"St. Charles County, Missouri",688,0,10,12.66,,90511,174000,,79.65,3.2,9.88,0,1.16,0,6.1,0,1,1,10.34,10.34,0,0,0
291833111483,2.91833E+11,2015,3111.48.3,"St. Charles County, Missouri",805,0,4,3.03,,140313,281400,,86.34,2.11,4.22,0.75,0,0,6.58,0,0,0,0,0,0,0,0
291833111491,2.91833E+11,2015,3111.49.1,"St. Charles County, Missouri",911,0,34,23.61,1538,71964,160500,18.2,84.85,0,7.03,0,1.1,0,7.03,0,0,0,0,0,0,0,0
291833111492,2.91833E+11,2015,3111.49.2,"St. Charles County, Missouri",3201,6.64,177,16.25,1159,70781,156900,24.3,83.82,3.81,3.06,0.94,4.5,0,3.56,0.31,7,2,1.13,3.96,0,0,0
291833111501,2.91833E+11,2015,3111.50.1,"St. Charles County, Missouri",1211,0,34,14.11,1256,78036,212500,27.9,87.86,1.07,7.1,0.83,3.14,0,0,0,0,0,0,0,0,0,0
291833111502,2.91833E+11,2015,3111.50.2,"St. Charles County, Missouri",3497,1.08,52,3.05,,97528,203700,,88.42,3.55,1.09,0,6.26,0,0.69,0,2,2,3.86,3.86,0,0,0
291833111511,2.91833E+11,2015,3111.51.1,"St. Charles County, Missouri",4855,3.1,592,33.61,1042,101375,272200,24.9,81.24,3.11,1.32,1.05,12.05,0,1.24,0,13,5,0.84,2.2,0,0,0
291833111512,2.91833E+11,2015,3111.51.2,"St. Charles County, Missouri",1269,0,11,0,,124175,324800,,87.39,8.27,0,0,4.33,0,0,0,1,1,9.52,9.52,0,0,0
291833111521,2.91833E+11,2015,3111.52.1,"St. Charles County, Missouri",4707,0.61,60,3.56,1500,90688,226000,40,93.9,2.59,1.02,0,0.68,0,1.81,0,3,1,1.68,5.04,0,0,0
291833111531,2.91833E+11,2015,3111.53.1,"St. Charles County, Missouri",6747,0.83,827,34.21,1134,75909,233200,23.9,82.53,7.86,0.68,0,8.51,0,0.22,0.21,9,4,0.48,1.09,0,0,0
291833111541,2.91833E+11,2015,3111.54.1,"St. Charles County, Missouri",2610,1.13,86,22.58,1242,107222,222600,50,89.77,2.22,5.29,0,1.57,0,1.15,0,3,3,3.47,3.47,0,0,0
291833111542,2.91833E+11,2015,3111.54.2,"St. Charles County, Missouri",2399,0,23,1.42,,118646,238000,,86.99,1,4.5,0,6.42,0,1.08,0,0,0,0,0,0,0,0
291833112031,2.91833E+11,2015,3112.03.1,"St. Charles County, Missouri",2531,1.7,97,4.73,,87113,169900,,86.72,6.52,5.41,0,1.34,0,0,0,7,4,4.13,7.23,0,0,0
291833112032,2.91833E+11,2015,3112.03.2,"St. Charles County, Missouri",1959,2.61,100,10.44,,88542,184400,,96.48,0,2.6,0,0.92,0,0,0,0,0,0,0,0,0,0
291833112033,2.91833E+11,2015,3112.03.3,"St. Charles County, Missouri",1498,0,269,31.64,793,51974,160900,24.1,88.65,10.01,0,0,1.34,0,0,0,4,3,1.11,1.49,0,0,0
291833112111,2.91833E+11,2015,3112.11.1,"St. Charles County, Missouri",1598,0,42,0,,64417,196100,,88.11,3.57,0.69,0,4.01,0,3.63,0,5,4,9.56,11.95,0,0,0
291833112112,2.91833E+11,2015,3112.11.2,"St. Charles County, Missouri",2767,6.57,517,37.87,901,64825,168000,19.8,77.41,13.26,3.65,0,4.41,0,1.26,0,9,5,0.97,1.74,0,0,0
291833112121,2.91833E+11,2015,3112.12.1,"St. Charles County, Missouri",2503,1.5,233,19.71,1601,73917,174400,50,80.14,4.16,1.04,0,13.38,0,1.28,0,3,3,1.29,1.29,0,0,0
291833112122,2.91833E+11,2015,3112.12.2,"St. Charles County, Missouri",765,0,20,2.96,,69451,149600,,94.9,0.26,0,0,0,0,4.84,0,0,0,0,0,0,0,0
291833112123,2.91833E+11,2015,3112.12.3,"St. Charles County, Missouri",708,10.3,189,65.38,637,46296,132100,19.6,87.15,4.38,1.27,0,0,0,7.2,0,2,2,1.06,1.06,0,0,0
291833112211,2.91833E+11,2015,3112.21.1,"St. Charles County, Missouri",1020,2.92,100,25.81,969,50492,127300,32.9,84.71,1.76,5.59,0,5.49,0,2.45,0,4,2,2.01,4.02,0,0,0
291833112212,2.91833E+11,2015,3112.21.2,"St. Charles County, Missouri",2425,0.98,56,2.82,,78750,179100,,96.04,1.36,0.41,0,2.19,0,0,0,3,2,3.58,5.37,0,0,0
291833112941,2.91833E+11,2015,3112.94.1,"St. Charles County, Missouri",1662,3.04,31,5.93,,75417,160800,,81.83,3.25,9.45,0,3.79,0,1.68,0,3,2,6.56,9.84,0,0,0
291833112942,2.91833E+11,2015,3112.94.2,"St. Charles County, Missouri",2430,1.79,80,18.01,1241,86150,189700,31.4,80.25,8.4,7.98,0.45,0,0,2.92,0,5,3,3.75,6.25,0,0,0
291833112961,2.91833E+11,2015,3112.96.1,"St. Charles County, Missouri",1869,0.58,83,4.8,932,71250,156200,16.9,96.63,0,1.55,0.21,0,0,1.61,0,7,4,4.82,8.43,0,0,0
291833112962,2.91833E+11,2015,3112.96.2,"St. Charles County, Missouri",2534,1.4,64,6.53,1199,94107,161700,24.1,95.66,0,0.91,0.32,0,0,2.76,0.36,1,1,1.57,1.57,0,0,0
291833113111,2.91833E+11,2015,3113.11.1,"St. Charles County, Missouri",1714,2.01,65,6.66,811,72750,168200,38,79.52,5.78,7.82,0,0.53,0,6.36,0,3,2,3.07,4.6,0,0,0
291833113112,2.91833E+11,2015,3113.11.2,"St. Charles County, Missouri",1067,0,129,22.49,670,64583,156700,20.4,86.41,0,11.9,1.69,0,0,0,0,1,1,0.78,0.78,0,0,0
291833113113,2.91833E+11,2015,3113.11.3,"St. Charles County, Missouri",3125,6.95,361,30.29,888,74936,186600,22.3,90.69,3.36,1.18,0,4.77,0,0,0,17,9,2.49,4.71,0,0,0
291833113121,2.91833E+11,2015,3113.12.1,"St. Charles County, Missouri",2881,1.96,334,19.91,658,71067,183900,40.4,89.55,2.92,1.63,0,1.49,0,2.6,1.8,5,4,1.2,1.5,0,0,0
291833113122,2.91833E+11,2015,3113.12.2,"St. Charles County, Missouri",3601,0,69,8.05,1596,89940,176300,34.1,95.22,1.33,2.94,0,0.5,0,0,0,7,4,5.84,10.22,0,0,0
291833113221,2.91833E+11,2015,3113.22.1,"St. Charles County, Missouri",2169,0.67,44,14.59,1650,95000,233300,19.7,91.42,5.44,1.66,0.23,1.24,0,0,0,7,6,13.79,16.09,0,0,0
291833113222,2.91833E+11,2015,3113.22.2,"St. Charles County, Missouri",1480,1.84,105,5.57,1306,84659,183700,22.1,96.15,0,3.18,0,0,0,0.68,0,5,5,4.75,4.75,0,0,0
291833113223,2.91833E+11,2015,3113.22.3,"St. Charles County, Missouri",2250,0.56,27,1.83,,119125,235700,,86.13,6.31,0.76,0.31,4.76,0,1.73,0,0,0,0,0,0,0,0
291833113311,2.91833E+11,2015,3113.31.1,"St. Charles County, Missouri",1309,1.86,26,10.17,1691,83846,175300,20.8,85.71,11.76,0,0,1.45,0,1.07,0,5,3,11.76,19.61,0,0,0
291833113312,2.91833E+11,2015,3113.31.2,"St. Charles County, Missouri",1062,5.07,26,11.76,,88750,172000,,89.55,0,7.44,0,0,0,3.01,0,0,0,0,0,0,0,0
291833113313,2.91833E+11,2015,3113.31.3,"St. Charles County, Missouri",2148,5.34,145,21.28,1178,67500,164300,19.3,83.15,8.94,6.33,0.61,0,0,0.98,0,1,1,0.69,0.69,0,0,0
291833113911,2.91833E+11,2015,3113.91.1,"St. Charles County, Missouri",1048,0,44,18.37,1220,84356,159600,36,81.3,4.29,11.83,0,0,0,2.58,0,3,3,6.82,6.82,0,0,0
291833113912,2.91833E+11,2015,3113.91.2,"St. Charles County, Missouri",1803,0,55,13.82,,83938,163300,16.3,89.07,0.83,7.99,0,0,0,2.11,0,2,1,1.82,3.65,0,0,0
291833113913,2.91833E+11,2015,3113.91.3,"St. Charles County, Missouri",2036,0,65,4.69,1330,72604,151000,34.3,90.91,3.63,0,0.29,0.49,0,4.67,0,0,0,0,0,0,0,0
291833114221,2.91833E+11,2015,3114.22.1,"St. Charles County, Missouri",2916,0,184,27.95,1015,60877,181100,25,83.37,3.77,8.3,0,4.56,0,0,0,9,5,2.72,4.89,0,0,0
291833114222,2.91833E+11,2015,3114.22.2,"St. Charles County, Missouri",1528,9.91,71,4.59,,59076,142500,,94.24,5.04,0.72,0,0,0,0,0,3,2,2.82,4.23,0,0,0
291833114223,2.91833E+11,2015,3114.22.3,"St. Charles County, Missouri",1377,7.44,32,12.3,,71875,156500,,96.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0
291833115001,2.91833E+11,2015,3115.1,"St. Charles County, Missouri",651,12.5,130,50,935,55625,134100,21.9,92.78,4.3,2.61,0,0,0,0.31,0,2,2,1.54,1.54,0,0,0
291833115002,2.91833E+11,2015,3115.2,"St. Charles County, Missouri",1237,31.51,68,24.3,836,31630,13600,34.6,88.36,2.67,4.45,0,0,0,4.53,0,30,14,20.54,44.01,0,0,0
291833116011,2.91833E+11,2015,3116.01.1,"St. Charles County, Missouri",5869,5.26,513,23.1,786,64969,182800,23.2,90.54,3.95,0.14,0.55,1.5,0,3.32,0,17,12,2.34,3.32,0,0,0
291833116021,2.91833E+11,2015,3116.02.1,"St. Charles County, Missouri",1297,0,85,10.57,,63816,144000,,91.98,0.39,4.93,0,0,0,2.7,0,4,2,2.35,4.7,0,0,0
291833116022,2.91833E+11,2015,3116.02.2,"St. Charles County, Missouri",2832,2.78,62,11.37,794,86250,177300,28,84.64,5.72,3.57,0,0,0,6.07,0,2,2,3.25,3.25,0,0,0
291833116023,2.91833E+11,2015,3116.02.3,"St. Charles County, Missouri",816,4.37,112,43.85,943,36385,111300,45.9,87.38,0,5.88,0,0,0,6.74,0,3,3,2.69,2.69,0,0,0
291833116024,2.91833E+11,2015,3116.02.4,"St. Charles County, Missouri",862,4.07,62,25.87,971,59773,113800,21.9,85.5,0,12.65,0,0,0,1.86,0,0,0,0,0,0,0,0
291833117121,2.91833E+11,2015,3117.12.1,"St. Charles County, Missouri",1697,3.52,125,18.9,1036,59063,192300,25,84.68,10.25,1,0,0,0,4.07,0,2,0,0,1.61,0,0,0
291833117122,2.91833E+11,2015,3117.12.2,"St. Charles County, Missouri",2881,3.82,304,28.45,960,64853,221300,29.7,86.53,7.32,1.74,0,1.8,0,2.6,0,14,7,2.3,4.61,0,0,0
291833117211,2.91833E+11,2015,3117.21.1,"St. Charles County, Missouri",1771,1.77,35,9.95,1340,90912,172000,22.8,83.12,11.18,0.51,0,3.05,0,2.15,0,2,0,0,5.66,0,0,0
291833117212,2.91833E+11,2015,3117.21.2,"St. Charles County, Missouri",1911,3.78,27,10.28,1643,78977,170600,32.5,91.63,3.87,3.19,0,0,0,1.31,0,1,1,3.66,3.66,0,0,0
291833117221,2.91833E+11,2015,3117.22.1,"St. Charles County, Missouri",2554,13.86,166,19.63,915,76587,182200,49,91.9,0,8.1,0,0,0,0,0,26,13,7.83,15.66,0,0,0
291833117222,2.91833E+11,2015,3117.22.2,"St. Charles County, Missouri",1429,11.03,181,31.52,568,47743,,24.8,94.4,4.9,0,0,0,0,0.7,0,41,20,11.07,22.69,0,0,0
291833117223,2.91833E+11,2015,3117.22.3,"St. Charles County, Missouri",3322,1.8,41,14.58,2247,103456,234600,30.6,94.25,2.05,0,0,2.74,0,0.96,0,2,1,2.44,4.88,0,0,0
291833117321,2.91833E+11,2015,3117.32.1,"St. Charles County, Missouri",2489,0,30,0,,96518,217400,,86.26,6.19,6.43,0,0,0,1.12,0,1,1,3.31,3.31,0,0,0
291833117322,2.91833E+11,2015,3117.32.2,"St. Charles County, Missouri",3478,7.03,113,16.9,1399,67013,141000,20.5,84.88,6.1,2.53,0,3.42,0,3.08,0,2,0,0,1.77,0,0,0
291833117323,2.91833E+11,2015,3117.32.3,"St. Charles County, Missouri",1553,10,30,7.54,,89554,190400,,97.68,1.42,0,0,0.9,0,0,0,3,2,6.63,9.94,0,0,0
291833117331,2.91833E+11,2015,3117.33.1,"St. Charles County, Missouri",2338,2.31,112,16.5,1312,72723,164000,50,86.44,4.41,5.52,0.17,0.13,0,3.34,0,6,3,2.67,5.35,0,0,0
291833117341,2.91833E+11,2015,3117.34.1,"St. Charles County, Missouri",2599,9.36,81,10.71,820,74500,166300,50,89.15,4.04,4.73,0,0.54,0,1.54,0,9,3,3.73,11.18,0,0,0
291833117342,2.91833E+11,2015,3117.34.2,"St. Charles County, Missouri",1223,5.9,23,11.83,850,72880,180700,39.8,86.92,4.33,1.8,0,6.95,0,0,0,1,1,4.32,4.32,0,0,0
291833117351,2.91833E+11,2015,3117.35.1,"St. Charles County, Missouri",4236,1.37,56,6.26,2039,92244,217600,26.6,89.66,3.75,1.58,0,2.76,0,2.24,0,5,2,3.59,8.98,0,0,0
291833117352,2.91833E+11,2015,3117.35.2,"St. Charles County, Missouri",1817,4.28,61,14.75,1314,76061,190800,24.2,96.64,0,1.87,0,0,0,1.49,0,1,0,0,1.64,0,0,0
291833117361,2.91833E+11,2015,3117.36.1,"St. Charles County, Missouri",5278,2.49,35,6.53,,103056,255800,,72.45,9.93,1.52,0,12.39,0,3.71,0,3,3,8.53,8.53,0,0,0
291833117362,2.91833E+11,2015,3117.36.2,"St. Charles County, Missouri",1647,0,15,0,,94694,240400,,98.12,0,1.88,0,0,0,0,0,1,1,6.52,6.52,0,0,0
291833118011,2.91833E+11,2015,3118.01.1,"St. Charles County, Missouri",5292,3.12,116,7.87,1285,80852,182100,35.2,91.19,3.08,3.14,0.19,0.45,0,1.95,0,8,7,6.06,6.93,0,0,0
291833118021,2.91833E+11,2015,3118.02.1,"St. Charles County, Missouri",701,22.75,262,77.03,827,31339,125900,30.7,81.17,12.27,6.56,0,0,0,0,0,18,16,6.1,6.86,0,0,0
291833118022,2.91833E+11,2015,3118.02.2,"St. Charles County, Missouri",3519,4.58,264,16.02,930,72171,219400,29.2,96.31,2.07,0,0,1.62,0,0,0,11,6,2.27,4.17,0,0,0
291833118023,2.91833E+11,2015,3118.02.3,"St. Charles County, Missouri",1798,7.84,312,40.83,808,37870,142800,23.9,88.38,9.01,0,0,2.61,0,0,0,19,15,4.81,6.09,0,0,0
291833119031,2.91833E+11,2015,3119.03.1,"St. Charles County, Missouri",1951,3.39,463,49.46,793,70313,225000,18.1,94.67,1.03,0,0,4.31,0,0,0,15,11,2.38,3.24,0,0,0
291833119032,2.91833E+11,2015,3119.03.2,"St. Charles County, Missouri",942,0,28,2.83,,101563,217200,,100,0,0,0,0,0,0,0,2,1,3.53,7.06,0,0,0
291833119033,2.91833E+11,2015,3119.03.3,"St. Charles County, Missouri",753,0,72,27.68,1151,54725,206300,32.5,93.76,0,1.46,0,3.45,0,1.33,0,4,3,4.16,5.54,0,0,0
291833119034,2.91833E+11,2015,3119.03.4,"St. Charles County, Missouri",2226,15.71,169,33.15,1066,59500,167800,36.1,93.89,1.21,2.07,0,0,0,2.83,0,10,3,1.78,5.92,0,0,0
291833119041,2.91833E+11,2015,3119.04.1,"St. Charles County, Missouri",1775,9.09,201,34.9,813,64732,199500,19.1,90.82,0,7.83,0,0,0,1.35,0,1,1,0.5,0.5,0,0,0
291833119042,2.91833E+11,2015,3119.04.2,"St. Charles County, Missouri",4684,4.42,491,34.99,1130,103571,265900,26.2,84.2,1.86,9.88,0,3.71,0.34,0,0,16,11,2.24,3.26,0,0,0
291833119071,2.91833E+11,2015,3119.07.1,"St. Charles County, Missouri",1005,7.36,46,7.63,,65976,135300,,94.73,0,0,0,0,0,5.27,0,8,3,6.5,17.33,0,0,0
291833119072,2.91833E+11,2015,3119.07.2,"St. Charles County, Missouri",2101,17.6,571,77.58,807,44818,131300,26.4,91.86,8.14,0,0,0,0,0,0,28,17,2.98,4.91,0,0,0
291833119073,2.91833E+11,2015,3119.07.3,"St. Charles County, Missouri",3136,0,127,10.78,1098,62097,172600,22.8,87.24,4.37,0,0,6.73,0,0.83,0.83,1,1,0.79,0.79,0,0,0
291833119081,2.91833E+11,2015,3119.08.1,"St. Charles County, Missouri",2961,5.78,120,17.2,1056,70223,278800,24.9,86.32,6.25,4.12,0,0.61,0,2.7,0,6,3,2.5,4.99,0,0,0
291833119091,2.91833E+11,2015,3119.09.1,"St. Charles County, Missouri",2644,2.83,64,7.9,,98873,252800,35.6,89.15,1.25,7.26,0,1.74,0,0.61,0,2,1,1.56,3.12,0,0,0
291833119092,2.91833E+11,2015,3119.09.2,"St. Charles County, Missouri",2439,3.2,48,7.1,,97589,278000,17,88.72,5.7,1.35,0,2.99,0,1.23,0,0,0,0,0,0,0,0
291833120011,2.91833E+11,2015,3120.01.1,"St. Charles County, Missouri",1429,1.38,29,2.1,1321,106667,301000,27,97.48,0.49,0.91,0,0.77,0,0.35,0,0,0,0,0,0,0,0
291833120012,2.91833E+11,2015,3120.01.2,"St. Charles County, Missouri",1087,0.62,45,5.33,1396,86585,230100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291833120941,2.91833E+11,2015,3120.94.1,"St. Charles County, Missouri",4281,10.02,315,11.84,,79427,183200,50,84.23,9.76,3.08,0,0,0,2.92,0,11,7,2.22,3.49,0,0,0
291833120951,2.91833E+11,2015,3120.95.1,"St. Charles County, Missouri",3973,3.23,112,10.74,1383,69195,207000,25.5,92.47,2.19,2.04,0.28,0.68,0,2.27,0.08,5,3,2.69,4.48,0,0,0
291833120952,2.91833E+11,2015,3120.95.2,"St. Charles County, Missouri",894,32.34,129,77.45,948,27443,76300,38,63.98,8.61,0,15.55,0,0,11.86,0,5,3,2.33,3.88,0,0,0
291833120961,2.91833E+11,2015,3120.96.1,"St. Charles County, Missouri",6456,1.86,404,14.27,794,72426,188500,34,92.57,2.45,1.98,0,1.43,0,1.58,0,12,4,0.99,2.97,0,0,0
291833120971,2.91833E+11,2015,3120.97.1,"St. Charles County, Missouri",7818,4.68,215,7.24,1158,82419,220500,33.3,94.04,2.24,2.21,0,1.09,0,0.42,0,11,6,2.8,5.13,0,0,0
291833121921,2.91833E+11,2015,3121.92.1,"St. Charles County, Missouri",3945,1.51,123,6.49,1143,83681,196200,18.2,95.56,0.43,0.71,0,0,0,3.3,0,11,7,5.71,8.97,0,0,0
291833121931,2.91833E+11,2015,3121.93.1,"St. Charles County, Missouri",7120,2.26,155,10.27,1515,90000,200900,18.8,94.76,2.67,1,0,0.38,0,1.19,0,6,3,1.94,3.88,0,0,0
291833121941,2.91833E+11,2015,3121.94.1,"St. Charles County, Missouri",3077,2.81,100,3.66,1415,81000,257600,30.5,89.24,4.19,3.18,0.42,1.04,0,1.92,0,7,5,4.99,6.99,0,0,0
291833121951,2.91833E+11,2015,3121.95.1,"St. Charles County, Missouri",2177,14.92,286,45.88,644,40750,105300,24.8,79.83,15.3,0,0,0,0,4.87,0,8,7,2.45,2.8,0,0,0
291833121952,2.91833E+11,2015,3121.95.2,"St. Charles County, Missouri",1230,7.52,319,28.11,,44861,132500,31.2,89.11,4.8,3.01,0,1.06,0,2.03,0,15,11,3.45,4.7,0,0,0
291833122041,2.91833E+11,2015,3122.04.1,"St. Charles County, Missouri",1084,7.27,45,10.77,550,65039,230700,21.7,100,0,0,0,0,0,0,0,2,1,2.24,4.48,0,0,0
291833122042,2.91833E+11,2015,3122.04.2,"St. Charles County, Missouri",982,0.33,67,18.24,758,86250,282100,33,97.66,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0
291833122043,2.91833E+11,2015,3122.04.3,"St. Charles County, Missouri",1727,1.58,27,5.72,,101136,363700,,99.36,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0
291833122044,2.91833E+11,2015,3122.04.4,"St. Charles County, Missouri",1133,0,22,0,,88646,319500,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291833122051,2.91833E+11,2015,3122.05.1,"St. Charles County, Missouri",8498,13,413,9.36,1336,71494,167100,27.8,89.48,3,4.64,0,0.69,0,2.19,0,88,37,8.96,21.3,0,0,0
291833122061,2.91833E+11,2015,3122.06.1,"St. Charles County, Missouri",2392,0.29,101,10.4,780,68049,294400,14.6,97.91,0,0.88,0,0,0,1.21,0,2,0,0,1.99,0,0,0
291833122062,2.91833E+11,2015,3122.06.2,"St. Charles County, Missouri",1822,1.87,61,8.04,,74286,300300,,97.91,0.33,0.16,0,0.77,0,0.82,0,2,2,3.28,3.28,0,0,0
291833123001,2.91833E+11,2015,3123.1,"St. Charles County, Missouri",1527,0,8,6.98,,103828,240400,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291833123002,2.91833E+11,2015,3123.2,"St. Charles County, Missouri",1570,0,13,8.96,,99491,195100,43.1,98.73,0.57,0.7,0,0,0,0,0,1,1,7.89,7.89,0,0,0
291833124001,2.91833E+11,2015,3124.1,"St. Charles County, Missouri",711,0,83,19.47,830,20956,20600,50,97.47,0,0,0,0,0,2.53,0,13,8,9.66,15.69,0,0,0
291833124002,2.91833E+11,2015,3124.2,"St. Charles County, Missouri",1743,17.44,504,45.31,753,30889,123100,25.5,81.35,12.79,3.44,0,0.98,0,1.43,0,1,0,0,0.2,0,0,0
291833124003,2.91833E+11,2015,3124.3,"St. Charles County, Missouri",2343,7.8,202,31.28,1043,52083,133700,28.8,96.37,1.92,0,0,0,0,1.71,0,8,6,2.98,3.97,0,0,0
291839800001,2.9184E+11,2015,9800.1,"St. Charles County, Missouri",0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291854801001,2.91855E+11,2015,4801.1,"St. Clair County, Missouri",656,9,50,20.38,711,57188,113000,26.1,99.24,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0
291854801002,2.91855E+11,2015,4801.2,"St. Clair County, Missouri",1437,23.3,206,36.35,504,34643,78100,34.2,88.1,3.48,6.05,0,0,0,2.37,0,6,4,1.94,2.91,0,0,0
291854801003,2.91855E+11,2015,4801.3,"St. Clair County, Missouri",1065,30.16,66,13.38,188,24648,79700,32.5,97.93,0,0,0,0.47,0,1.6,0,1,1,1.52,1.52,0,0,0
291854801004,2.91855E+11,2015,4801.4,"St. Clair County, Missouri",624,10.71,82,34.92,390,25735,52500,25.9,95.35,1.92,0.32,0,0,0,2.4,0,0,0,0,0,0,0,0
291854802001,2.91855E+11,2015,4802.1,"St. Clair County, Missouri",768,27.69,63,10.84,421,31094,115300,19.5,93.23,0,0.78,1.82,2.6,0,1.56,0,2,2,3.17,3.17,0,0,0
291854802002,2.91855E+11,2015,4802.2,"St. Clair County, Missouri",1077,12.75,77,14.53,414,39732,64200,10,93.59,0,5.57,0,0,0,0.84,0,0,0,0,0,0,0,0
291854802003,2.91855E+11,2015,4802.3,"St. Clair County, Missouri",820,11.59,63,18.18,335,33000,74900,16.1,99.02,0,0.85,0,0,0,0.12,0,0,0,0,0,0,0,0
291854803001,2.91855E+11,2015,4803.1,"St. Clair County, Missouri",1770,12.27,122,21.53,643,31410,101900,23.8,99.04,0,0.56,0,0,0,0.4,0,1,1,0.82,0.82,0,0,0
291854803002,2.91855E+11,2015,4803.2,"St. Clair County, Missouri",1303,21.36,206,40.91,427,25526,82700,31,90.64,4.07,1.84,0.31,0,0,3.15,0,10,7,3.39,4.85,0,0,0
